,State,City,Population,V_crime,Murder,Rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,city,city_ascii,state_name,county_fips,county_name,population,density,source,incorporated,ranking,isMetro,areaname,family_member_count,housing_cost,food_cost,transportation_cost,healthcare_cost,other_necessities_cost,taxes,total_cost,median_family_income
127512,TEXAS,BOERNE,"18,135",23,0.0,5,2,16,340,22,283,35,BOERNE,Boerne,TEXAS,48259,KENDALL,18232,622,polygon,True,3,True,"Kendall County, IL HUD Metro FMR Area",2p2c,15396.0,8574.89136,15484.5252,15801.984,8685.59916,12958.4292,96953.6952,108138.1328125
127532,ILLINOIS,OSWEGO,"35,856",23,0.0,7,6,10,339,15,318,6,OSWEGO,Oswego,ILLINOIS,17093,KENDALL,36252,940,polygon,True,3,True,"Kendall County, IL HUD Metro FMR Area",2p2c,15396.0,8574.89136,15484.5252,15801.984,8685.59916,12958.4292,96953.6952,108138.1328125
127550,MAINE,GARDINER,"5,645",4,1.0,0,1,2,42,2,37,3,GARDINER,Gardiner,MAINE,23011,KENNEBEC,5653,139,polygon,True,3,False,"Kennebec County, ME",2p2c,10104.0,10853.53416,14349.5352,14769.6756,7593.74124,7108.19532,75511.1772,73432.4375
127560,MAINE,WATERVILLE,"16,765",37,1.0,17,2,17,442,33,398,11,WATERVILLE,Waterville,MAINE,23011,KENNEBEC,27054,472,polygon,True,3,False,"Kennebec County, ME",2p2c,10104.0,10853.53416,14349.5352,14769.6756,7593.74124,7108.19532,75511.1772,73432.4375
127570,MAINE,AUGUSTA,"18,629",49,0.0,20,12,17,587,59,519,9,AUGUSTA,Augusta,MAINE,23011,KENNEBEC,22116,130,polygon,True,3,False,"Kennebec County, ME",2p2c,10104.0,10853.53416,14349.5352,14769.6756,7593.74124,7108.19532,75511.1772,73432.4375
127582,WISCONSIN,PLEASANT PRAIRIE,"21,074",13,1.0,3,2,7,419,15,384,20,PLEASANT PRAIRIE,Pleasant Prairie,WISCONSIN,55059,KENOSHA,21034,243,polygon,True,3,True,"Kenosha County, WI HUD Metro FMR Area",2p2c,12624.0,8844.73248,13875.8124,16628.256,7778.96856,10522.53876,88644.0936,81019.65625
127592,WISCONSIN,KENOSHA,"100,255",311,5.0,58,53,195,"1,582",188,"1,222",172,KENOSHA,Kenosha,WISCONSIN,55059,KENOSHA,124972,1378,polygon,True,2,True,"Kenosha County, WI HUD Metro FMR Area",2p2c,12624.0,8844.73248,13875.8124,16628.256,7778.96856,10522.53876,88644.0936,81019.65625
127602,WISCONSIN,TWIN LAKES,"6,157",17,0.0,0,0,17,39,10,28,1,TWIN LAKES,Twin Lakes,WISCONSIN,55059,KENOSHA,6204,284,polygon,True,3,True,"Kenosha County, WI HUD Metro FMR Area",2p2c,12624.0,8844.73248,13875.8124,16628.256,7778.96856,10522.53876,88644.0936,81019.65625
127623,DELAWARE,SMYRNA,"11,768",32,0.0,5,3,24,246,39,201,6,SMYRNA,Smyrna,DELAWARE,10001,KENT,11813,726,polygon,True,3,True,"Dover, DE MSA",2p2c,12792.0,9054.60648,14640.2796,17175.4128,7915.88676,9776.26536,86134.0668,72821.4765625
127673,MICHIGAN,KENTWOOD,"52,274",162,0.0,23,20,119,"1,111",170,850,91,KENTWOOD,Kentwood,MICHIGAN,26081,KENT,51898,958,polygon,True,3,True,"Dover, DE MSA",2p2c,12792.0,9054.60648,14640.2796,17175.4128,7915.88676,9776.26536,86134.0668,72821.4765625
127723,MICHIGAN,WALKER,"25,051",45,0.0,15,9,21,604,59,518,27,WALKER,Walker,MICHIGAN,26081,KENT,24869,390,polygon,True,3,True,"Dover, DE MSA",2p2c,12792.0,9054.60648,14640.2796,17175.4128,7915.88676,9776.26536,86134.0668,72821.4765625
127773,DELAWARE,WYOMING,"1,565",4,0.0,0,0,4,23,7,14,2,WYOMING,Wyoming,DELAWARE,10001,KENT,1549,574,polygon,True,3,True,"Dover, DE MSA",2p2c,12792.0,9054.60648,14640.2796,17175.4128,7915.88676,9776.26536,86134.0668,72821.4765625
127823,MICHIGAN,LOWELL,"4,198",7,0.0,0,0,7,104,16,77,11,LOWELL,Lowell,MICHIGAN,26081,KENT,7501,559,polygon,True,3,True,"Dover, DE MSA",2p2c,12792.0,9054.60648,14640.2796,17175.4128,7915.88676,9776.26536,86134.0668,72821.4765625
127873,DELAWARE,CAMDEN,"3,507",5,0.0,2,2,1,173,7,163,3,CAMDEN,Camden,DELAWARE,10001,KENT,3551,364,polygon,True,3,True,"Dover, DE MSA",2p2c,12792.0,9054.60648,14640.2796,17175.4128,7915.88676,9776.26536,86134.0668,72821.4765625
127923,MICHIGAN,SPARTA,"4,391",8,0.0,4,0,4,72,7,64,1,SPARTA,Sparta,MICHIGAN,26081,KENT,4399,687,polygon,True,3,True,"Dover, DE MSA",2p2c,12792.0,9054.60648,14640.2796,17175.4128,7915.88676,9776.26536,86134.0668,72821.4765625
127973,DELAWARE,CHESWOLD,"1,639",6,0.0,0,0,6,27,2,21,4,CHESWOLD,Cheswold,DELAWARE,10001,KENT,1695,356,polygon,True,3,True,"Dover, DE MSA",2p2c,12792.0,9054.60648,14640.2796,17175.4128,7915.88676,9776.26536,86134.0668,72821.4765625
128023,MICHIGAN,WYOMING,"76,295",368,3.0,61,51,253,"1,122",125,800,197,WYOMING,Wyoming,MICHIGAN,26081,KENT,75667,1186,polygon,True,3,True,"Dover, DE MSA",2p2c,12792.0,9054.60648,14640.2796,17175.4128,7915.88676,9776.26536,86134.0668,72821.4765625
128073,DELAWARE,CLAYTON,"3,448",7,0.0,0,0,7,35,11,24,0,CLAYTON,Clayton,DELAWARE,10001,KENT,3508,709,polygon,True,3,True,"Dover, DE MSA",2p2c,12792.0,9054.60648,14640.2796,17175.4128,7915.88676,9776.26536,86134.0668,72821.4765625
128123,DELAWARE,HARRINGTON,"3,652",35,2.0,3,6,24,77,12,63,2,HARRINGTON,Harrington,DELAWARE,10001,KENT,4543,515,polygon,True,3,True,"Dover, DE MSA",2p2c,12792.0,9054.60648,14640.2796,17175.4128,7915.88676,9776.26536,86134.0668,72821.4765625
128173,MICHIGAN,GRANDVILLE,"16,021",39,0.0,9,8,22,575,37,518,20,GRANDVILLE,Grandville,MICHIGAN,26081,KENT,15858,844,polygon,True,3,True,"Dover, DE MSA",2p2c,12792.0,9054.60648,14640.2796,17175.4128,7915.88676,9776.26536,86134.0668,72821.4765625
128223,MICHIGAN,GRAND RAPIDS,"201,799","1,286",8.0,144,274,860,"3,850",595,"2,754",501,GRAND RAPIDS,Grand Rapids,MICHIGAN,26081,KENT,609314,1734,polygon,True,2,True,"Dover, DE MSA",2p2c,12792.0,9054.60648,14640.2796,17175.4128,7915.88676,9776.26536,86134.0668,72821.4765625
128273,DELAWARE,FELTON,"1,420",2,0.0,1,0,1,17,2,15,0,FELTON,Felton,DELAWARE,10001,KENT,1414,692,polygon,True,3,True,"Dover, DE MSA",2p2c,12792.0,9054.60648,14640.2796,17175.4128,7915.88676,9776.26536,86134.0668,72821.4765625
128323,RHODE ISLAND,WARWICK,"80,749",76,2.0,29,8,37,"1,239",108,"1,073",58,WARWICK,Warwick,RHODE ISLAND,44003,KENT,81004,893,polygon,True,3,True,"Dover, DE MSA",2p2c,12792.0,9054.60648,14640.2796,17175.4128,7915.88676,9776.26536,86134.0668,72821.4765625
128373,MARYLAND,CHESTERTOWN,"5,027",13,0.0,1,6,6,71,17,52,2,CHESTERTOWN,Chestertown,MARYLAND,24029,KENT,6878,668,polygon,True,3,True,"Dover, DE MSA",2p2c,12792.0,9054.60648,14640.2796,17175.4128,7915.88676,9776.26536,86134.0668,72821.4765625
128423,MICHIGAN,EAST GRAND RAPIDS,"12,040",4,0.0,2,1,1,99,13,75,11,EAST GRAND RAPIDS,East Grand Rapids,MICHIGAN,26081,KENT,11956,1576,polygon,True,3,True,"Dover, DE MSA",2p2c,12792.0,9054.60648,14640.2796,17175.4128,7915.88676,9776.26536,86134.0668,72821.4765625
128473,DELAWARE,DOVER,"38,361",334,4.0,13,49,268,"2,057",82,"1,886",89,DOVER,Dover,DELAWARE,10001,KENT,117282,622,polygon,True,2,True,"Dover, DE MSA",2p2c,12792.0,9054.60648,14640.2796,17175.4128,7915.88676,9776.26536,86134.0668,72821.4765625
128523,MARYLAND,ROCK HALL,"1,264",2,0.0,0,0,2,8,2,6,0,ROCK HALL,Rock Hall,MARYLAND,24029,KENT,1274,367,polygon,True,3,True,"Dover, DE MSA",2p2c,12792.0,9054.60648,14640.2796,17175.4128,7915.88676,9776.26536,86134.0668,72821.4765625
128573,MICHIGAN,ROCKFORD,"6,377",9,0.0,6,1,2,60,5,52,3,ROCKFORD,Rockford,MICHIGAN,26081,KENT,6391,765,polygon,True,3,True,"Dover, DE MSA",2p2c,12792.0,9054.60648,14640.2796,17175.4128,7915.88676,9776.26536,86134.0668,72821.4765625
128613,KENTUCKY,TAYLOR MILL,"6,810",2,0.0,0,0,2,42,5,34,3,TAYLOR MILL,Taylor Mill,KENTUCKY,21117,KENTON,6802,429,polygon,True,3,True,"Cincinnati, OH-KY-IN  HUD Metro FMR Area",2p2c,10484.67036,9024.624,14077.0248,17139.4872,7068.98652,10264.4766,83906.5836,84686.453125
128623,KENTUCKY,FORT WRIGHT,"5,744",4,0.0,1,2,1,72,7,58,7,FORT WRIGHT,Fort Wright,KENTUCKY,21117,KENTON,5745,652,polygon,True,3,True,"Cincinnati, OH-KY-IN  HUD Metro FMR Area",2p2c,10484.67036,9024.624,14077.0248,17139.4872,7068.98652,10264.4766,83906.5836,84686.453125
128633,KENTUCKY,EDGEWOOD,"8,749",4,0.0,1,1,2,60,6,48,6,EDGEWOOD,Edgewood,KENTUCKY,21117,KENTON,8759,793,polygon,True,3,True,"Cincinnati, OH-KY-IN  HUD Metro FMR Area",2p2c,10484.67036,9024.624,14077.0248,17139.4872,7068.98652,10264.4766,83906.5836,84686.453125
128643,KENTUCKY,COVINGTON,"40,350",188,2.0,40,67,79,"1,175",199,809,167,COVINGTON,Covington,KENTUCKY,21117,KENTON,40341,1180,polygon,True,3,True,"Cincinnati, OH-KY-IN  HUD Metro FMR Area",2p2c,10484.67036,9024.624,14077.0248,17139.4872,7068.98652,10264.4766,83906.5836,84686.453125
128653,KENTUCKY,INDEPENDENCE,"28,541",13,0.0,5,3,5,125,20,90,15,INDEPENDENCE,Independence,KENTUCKY,21117,KENTON,28521,627,polygon,True,3,True,"Cincinnati, OH-KY-IN  HUD Metro FMR Area",2p2c,10484.67036,9024.624,14077.0248,17139.4872,7068.98652,10264.4766,83906.5836,84686.453125
128663,KENTUCKY,VILLA HILLS,"7,465",6,0.0,1,2,3,83,22,55,6,VILLA HILLS,Villa Hills,KENTUCKY,21117,KENTON,7461,799,polygon,True,3,True,"Cincinnati, OH-KY-IN  HUD Metro FMR Area",2p2c,10484.67036,9024.624,14077.0248,17139.4872,7068.98652,10264.4766,83906.5836,84686.453125
128673,KENTUCKY,ERLANGER,"23,116",16,0.0,5,2,9,155,23,108,24,ERLANGER,Erlanger,KENTUCKY,21117,KENTON,19246,888,polygon,True,3,True,"Cincinnati, OH-KY-IN  HUD Metro FMR Area",2p2c,10484.67036,9024.624,14077.0248,17139.4872,7068.98652,10264.4766,83906.5836,84686.453125
128683,KENTUCKY,ELSMERE,"8,673",9,0.0,1,3,5,83,14,58,11,ELSMERE,Elsmere,KENTUCKY,21117,KENTON,8595,1262,polygon,True,3,True,"Cincinnati, OH-KY-IN  HUD Metro FMR Area",2p2c,10484.67036,9024.624,14077.0248,17139.4872,7068.98652,10264.4766,83906.5836,84686.453125
128693,KENTUCKY,PARK HILLS,"2,980",2,0.0,1,1,0,23,8,10,5,PARK HILLS,Park Hills,KENTUCKY,21117,KENTON,2984,1482,polygon,True,3,True,"Cincinnati, OH-KY-IN  HUD Metro FMR Area",2p2c,10484.67036,9024.624,14077.0248,17139.4872,7068.98652,10264.4766,83906.5836,84686.453125
128703,KENTUCKY,FORT MITCHELL,"8,252",7,0.0,2,2,3,70,7,54,9,FORT MITCHELL,Fort Mitchell,KENTUCKY,21117,KENTON,8241,1027,polygon,True,3,True,"Cincinnati, OH-KY-IN  HUD Metro FMR Area",2p2c,10484.67036,9024.624,14077.0248,17139.4872,7068.98652,10264.4766,83906.5836,84686.453125
128713,KENTUCKY,LUDLOW,"4,495",9,0.0,5,2,2,80,17,54,9,LUDLOW,Ludlow,KENTUCKY,21117,KENTON,4504,1899,polygon,True,3,True,"Cincinnati, OH-KY-IN  HUD Metro FMR Area",2p2c,10484.67036,9024.624,14077.0248,17139.4872,7068.98652,10264.4766,83906.5836,84686.453125
128721,CALIFORNIA,CALIFORNIA CITY,"14,319",83,0.0,13,15,55,281,102,120,59,CALIFORNIA CITY,California City,CALIFORNIA,6029,KERN,14198,26,polygon,True,3,True,"Bakersfield, CA MSA",2p2c,11640.0,9114.5706,15838.9092,13711.9536,7520.19948,6104.6484,75929.4252,61059.18359375
128731,CALIFORNIA,ARVIN,"21,811",196,3.0,3,16,174,437,115,178,144,ARVIN,Arvin,CALIFORNIA,6029,KERN,22155,1750,polygon,True,3,True,"Bakersfield, CA MSA",2p2c,11640.0,9114.5706,15838.9092,13711.9536,7520.19948,6104.6484,75929.4252,61059.18359375
128741,CALIFORNIA,STALLION SPRINGS,"2,648",7,1.0,1,0,5,19,5,13,1,STALLION SPRINGS,Stallion Springs,CALIFORNIA,6029,KERN,3581,84,polygon,False,3,True,"Bakersfield, CA MSA",2p2c,11640.0,9114.5706,15838.9092,13711.9536,7520.19948,6104.6484,75929.4252,61059.18359375
128751,CALIFORNIA,SHAFTER,"20,456",53,0.0,3,9,41,513,127,298,88,SHAFTER,Shafter,CALIFORNIA,6029,KERN,21734,203,polygon,True,3,True,"Bakersfield, CA MSA",2p2c,11640.0,9114.5706,15838.9092,13711.9536,7520.19948,6104.6484,75929.4252,61059.18359375
128761,CALIFORNIA,BAKERSFIELD,"388,080","1,766",34.0,116,701,915,"16,074","3,888","9,277","2,909",BAKERSFIELD,Bakersfield,CALIFORNIA,6029,KERN,579295,990,polygon,True,2,True,"Bakersfield, CA MSA",2p2c,11640.0,9114.5706,15838.9092,13711.9536,7520.19948,6104.6484,75929.4252,61059.18359375
128771,CALIFORNIA,TEHACHAPI,"12,211",60,2.0,8,7,43,327,70,231,26,TEHACHAPI,Tehachapi,CALIFORNIA,6029,KERN,14928,494,polygon,True,3,True,"Bakersfield, CA MSA",2p2c,11640.0,9114.5706,15838.9092,13711.9536,7520.19948,6104.6484,75929.4252,61059.18359375
128781,CALIFORNIA,MCFARLAND,"15,529",67,3.0,14,9,41,163,52,53,58,MCFARLAND,McFarland,CALIFORNIA,6029,KERN,15651,2243,polygon,True,2,True,"Bakersfield, CA MSA",2p2c,11640.0,9114.5706,15838.9092,13711.9536,7520.19948,6104.6484,75929.4252,61059.18359375
128791,CALIFORNIA,DELANO,"53,002",205,8.0,8,33,156,"1,118",203,603,312,DELANO,Delano,CALIFORNIA,6029,KERN,54917,1448,polygon,True,3,True,"Bakersfield, CA MSA",2p2c,11640.0,9114.5706,15838.9092,13711.9536,7520.19948,6104.6484,75929.4252,61059.18359375
128801,CALIFORNIA,RIDGECREST,"29,101",142,3.0,31,7,101,401,119,243,39,RIDGECREST,Ridgecrest,CALIFORNIA,6029,KERN,32684,535,polygon,True,3,True,"Bakersfield, CA MSA",2p2c,11640.0,9114.5706,15838.9092,13711.9536,7520.19948,6104.6484,75929.4252,61059.18359375
128811,CALIFORNIA,TAFT,"9,413",67,0.0,6,4,57,244,70,149,25,TAFT,Taft,CALIFORNIA,6029,KERN,14898,234,polygon,True,3,True,"Bakersfield, CA MSA",2p2c,11640.0,9114.5706,15838.9092,13711.9536,7520.19948,6104.6484,75929.4252,61059.18359375
128827,TEXAS,INGRAM,"1,888",1,0.0,0,0,1,28,10,16,2,INGRAM,Ingram,TEXAS,48265,KERR,1850,507,polygon,True,3,False,"Kerr County, TX",2p2c,10056.0,8065.19676,14551.824,16453.0416,6566.0244,4636.29312,69090.3696,67776.6796875
128837,SOUTH CAROLINA,CAMDEN,"7,242",86,2.0,4,7,73,385,39,318,28,CAMDEN,Camden,SOUTH CAROLINA,45055,KERSHAW,14303,258,polygon,True,3,True,"Kershaw County, SC HUD Metro FMR Area",2p2c,8616.0,9084.58812,14365.3788,15774.3432,6413.62128,5804.57412,69192.4392,63838.80078125
128844,WISCONSIN,LUXEMBURG,"2,557",3,0.0,2,1,0,11,0,9,2,LUXEMBURG,Luxemburg,WISCONSIN,55061,KEWAUNEE,2571,429,polygon,True,3,True,"Green Bay, WI HUD Metro FMR Area",2p2c,9380.69016,9744.1956,15696.3972,14975.7132,6929.70048,8981.29692,81705.1176,83004.5078125
128854,WISCONSIN,ALGOMA,"3,030",2,0.0,2,0,0,17,0,17,0,ALGOMA,Algoma,WISCONSIN,55061,KEWAUNEE,3048,481,polygon,True,3,True,"Green Bay, WI HUD Metro FMR Area",2p2c,9380.69016,9744.1956,15696.3972,14975.7132,6929.70048,8981.29692,81705.1176,83004.5078125
128864,WISCONSIN,KEWAUNEE,"2,836",5,0.0,1,1,3,17,0,17,0,KEWAUNEE,Kewaunee,WISCONSIN,55061,KEWAUNEE,2848,311,polygon,True,3,True,"Green Bay, WI HUD Metro FMR Area",2p2c,9380.69016,9744.1956,15696.3972,14975.7132,6929.70048,8981.29692,81705.1176,83004.5078125
128872,NORTH DAKOTA,STEELE,709,4,0.0,0,0,4,3,1,2,0,STEELE,Steele,NORTH DAKOTA,38043,KIDDER,711,494,polygon,True,3,False,"Kidder County, ND",2p2c,8808.0,9744.1956,16095.8544,13786.9512,6722.19216,5782.05468,73001.1564,65425.25
128893,WASHINGTON,MEDINA,"3,337",0,0.0,0,0,0,53,14,36,3,MEDINA,Medina,WASHINGTON,53033,KING,3288,884,polygon,True,3,True,"Seattle-Bellevue, WA HUD Metro FMR Area",2p2c,23425.5612,11573.10576,14953.3056,12418.6584,12681.3972,12295.7508,109433.8128,121465.3046875
128913,WASHINGTON,MAPLE VALLEY,"27,705",15,1.0,4,4,6,311,77,208,26,MAPLE VALLEY,Maple Valley,WASHINGTON,53033,KING,27202,1749,polygon,True,3,True,"Seattle-Bellevue, WA HUD Metro FMR Area",2p2c,23425.5612,11573.10576,14953.3056,12418.6584,12681.3972,12295.7508,109433.8128,121465.3046875
128933,WASHINGTON,NORMANDY PARK,"6,699",1,0.0,1,0,0,124,20,98,6,NORMANDY PARK,Normandy Park,WASHINGTON,53033,KING,6604,1020,polygon,True,3,True,"Seattle-Bellevue, WA HUD Metro FMR Area",2p2c,23425.5612,11573.10576,14953.3056,12418.6584,12681.3972,12295.7508,109433.8128,121465.3046875
128953,WASHINGTON,SEATAC,"29,533",130,3.0,22,52,53,"1,098",175,624,299,SEATAC,SeaTac,WASHINGTON,53033,KING,29044,1114,polygon,True,3,True,"Seattle-Bellevue, WA HUD Metro FMR Area",2p2c,23425.5612,11573.10576,14953.3056,12418.6584,12681.3972,12295.7508,109433.8128,121465.3046875
128973,WASHINGTON,ENUMCLAW,"11,975",6,0.0,1,0,5,208,29,146,33,ENUMCLAW,Enumclaw,WASHINGTON,53033,KING,12190,910,polygon,True,3,True,"Seattle-Bellevue, WA HUD Metro FMR Area",2p2c,23425.5612,11573.10576,14953.3056,12418.6584,12681.3972,12295.7508,109433.8128,121465.3046875
128993,WASHINGTON,BOTHELL,"47,565",30,0.0,11,8,11,964,102,776,86,BOTHELL,Bothell,WASHINGTON,53033,KING,47415,1342,polygon,True,3,True,"Seattle-Bellevue, WA HUD Metro FMR Area",2p2c,23425.5612,11573.10576,14953.3056,12418.6584,12681.3972,12295.7508,109433.8128,121465.3046875
129013,WASHINGTON,PACIFIC,"7,297",6,0.0,3,2,1,133,21,80,32,PACIFIC,Pacific,WASHINGTON,53033,KING,7178,1145,polygon,True,3,True,"Seattle-Bellevue, WA HUD Metro FMR Area",2p2c,23425.5612,11573.10576,14953.3056,12418.6584,12681.3972,12295.7508,109433.8128,121465.3046875
129033,WASHINGTON,RENTON,"103,452",325,2.0,44,109,170,"4,182",456,"2,913",813,RENTON,Renton,WASHINGTON,53033,KING,101751,1676,polygon,True,2,True,"Seattle-Bellevue, WA HUD Metro FMR Area",2p2c,23425.5612,11573.10576,14953.3056,12418.6584,12681.3972,12295.7508,109433.8128,121465.3046875
129053,WASHINGTON,NORTH BEND,"7,314",5,1.0,1,0,3,199,12,182,5,NORTH BEND,North Bend,WASHINGTON,53033,KING,7423,659,polygon,True,3,True,"Seattle-Bellevue, WA HUD Metro FMR Area",2p2c,23425.5612,11573.10576,14953.3056,12418.6584,12681.3972,12295.7508,109433.8128,121465.3046875
129073,WASHINGTON,LAKE FOREST PARK,"13,690",3,0.0,0,2,1,196,30,147,19,LAKE FOREST PARK,Lake Forest Park,WASHINGTON,53033,KING,13504,1482,polygon,True,3,True,"Seattle-Bellevue, WA HUD Metro FMR Area",2p2c,23425.5612,11573.10576,14953.3056,12418.6584,12681.3972,12295.7508,109433.8128,121465.3046875
129093,WASHINGTON,MERCER ISLAND,"26,408",8,1.0,2,1,4,371,64,287,20,MERCER ISLAND,Mercer Island,WASHINGTON,53033,KING,25894,1566,polygon,True,3,True,"Seattle-Bellevue, WA HUD Metro FMR Area",2p2c,23425.5612,11573.10576,14953.3056,12418.6584,12681.3972,12295.7508,109433.8128,121465.3046875
129113,WASHINGTON,YARROW POINT,"1,166",0,0.0,0,0,0,8,2,6,0,YARROW POINT,Yarrow Point,WASHINGTON,53033,KING,1149,1211,polygon,True,3,True,"Seattle-Bellevue, WA HUD Metro FMR Area",2p2c,23425.5612,11573.10576,14953.3056,12418.6584,12681.3972,12295.7508,109433.8128,121465.3046875
129133,WASHINGTON,DUVALL,"8,244",5,0.0,4,0,1,46,0,43,3,DUVALL,Duvall,WASHINGTON,53033,KING,8107,1277,polygon,True,3,True,"Seattle-Bellevue, WA HUD Metro FMR Area",2p2c,23425.5612,11573.10576,14953.3056,12418.6584,12681.3972,12295.7508,109433.8128,121465.3046875
129153,WASHINGTON,KENMORE,"23,430",18,0.0,4,6,8,242,42,171,29,KENMORE,Kenmore,WASHINGTON,53033,KING,23097,1450,polygon,True,3,True,"Seattle-Bellevue, WA HUD Metro FMR Area",2p2c,23425.5612,11573.10576,14953.3056,12418.6584,12681.3972,12295.7508,109433.8128,121465.3046875
129173,WASHINGTON,REDMOND,"69,501",71,1.0,11,17,42,"1,846",163,"1,563",120,REDMOND,Redmond,WASHINGTON,53033,KING,71929,1676,polygon,True,3,True,"Seattle-Bellevue, WA HUD Metro FMR Area",2p2c,23425.5612,11573.10576,14953.3056,12418.6584,12681.3972,12295.7508,109433.8128,121465.3046875
129193,WASHINGTON,SAMMAMISH,"66,820",23,2.0,5,3,13,404,68,312,24,SAMMAMISH,Sammamish,WASHINGTON,53033,KING,65892,1245,polygon,True,3,True,"Seattle-Bellevue, WA HUD Metro FMR Area",2p2c,23425.5612,11573.10576,14953.3056,12418.6584,12681.3972,12295.7508,109433.8128,121465.3046875
129213,WASHINGTON,DES MOINES,"32,708",86,1.0,17,31,37,"1,007",139,691,177,DES MOINES,Des Moines,WASHINGTON,53033,KING,32348,1947,polygon,True,3,True,"Seattle-Bellevue, WA HUD Metro FMR Area",2p2c,23425.5612,11573.10576,14953.3056,12418.6584,12681.3972,12295.7508,109433.8128,121465.3046875
129233,WASHINGTON,NEWCASTLE,"12,015",10,0.0,2,2,6,196,45,123,28,NEWCASTLE,Newcastle,WASHINGTON,53033,KING,12292,1066,polygon,True,3,True,"Seattle-Bellevue, WA HUD Metro FMR Area",2p2c,23425.5612,11573.10576,14953.3056,12418.6584,12681.3972,12295.7508,109433.8128,121465.3046875
129253,WASHINGTON,FEDERAL WAY,"98,025",330,4.0,35,147,144,"4,164",519,"3,041",604,FEDERAL WAY,Federal Way,WASHINGTON,53033,KING,96289,1667,polygon,True,3,True,"Seattle-Bellevue, WA HUD Metro FMR Area",2p2c,23425.5612,11573.10576,14953.3056,12418.6584,12681.3972,12295.7508,109433.8128,121465.3046875
129273,WASHINGTON,ALGONA,"3,247",6,0.0,2,2,2,52,8,39,5,ALGONA,Algona,WASHINGTON,53033,KING,3208,958,polygon,True,3,True,"Seattle-Bellevue, WA HUD Metro FMR Area",2p2c,23425.5612,11573.10576,14953.3056,12418.6584,12681.3972,12295.7508,109433.8128,121465.3046875
129293,WASHINGTON,WOODINVILLE,"13,068",10,0.0,1,4,5,270,23,225,22,WOODINVILLE,Woodinville,WASHINGTON,53033,KING,13263,912,polygon,True,3,True,"Seattle-Bellevue, WA HUD Metro FMR Area",2p2c,23425.5612,11573.10576,14953.3056,12418.6584,12681.3972,12295.7508,109433.8128,121465.3046875
129313,WASHINGTON,KENT,"131,003",486,4.0,94,242,146,"5,200",754,"3,598",848,KENT,Kent,WASHINGTON,53033,KING,132319,1513,polygon,True,2,True,"Seattle-Bellevue, WA HUD Metro FMR Area",2p2c,23425.5612,11573.10576,14953.3056,12418.6584,12681.3972,12295.7508,109433.8128,121465.3046875
129333,WASHINGTON,BELLEVUE,"150,200",185,1.0,28,76,80,"4,263",426,"3,498",339,BELLEVUE,Bellevue,WASHINGTON,53033,KING,148164,1709,polygon,True,2,True,"Seattle-Bellevue, WA HUD Metro FMR Area",2p2c,23425.5612,11573.10576,14953.3056,12418.6584,12681.3972,12295.7508,109433.8128,121465.3046875
129353,WASHINGTON,CLYDE HILL,"3,436",0,0.0,0,0,0,38,4,32,2,CLYDE HILL,Clyde Hill,WASHINGTON,53033,KING,3386,1238,polygon,True,3,True,"Seattle-Bellevue, WA HUD Metro FMR Area",2p2c,23425.5612,11573.10576,14953.3056,12418.6584,12681.3972,12295.7508,109433.8128,121465.3046875
129373,WASHINGTON,SKYKOMISH,225,0,0.0,0,0,0,2,2,0,0,SKYKOMISH,Skykomish,WASHINGTON,53033,KING,220,270,polygon,True,3,True,"Seattle-Bellevue, WA HUD Metro FMR Area",2p2c,23425.5612,11573.10576,14953.3056,12418.6584,12681.3972,12295.7508,109433.8128,121465.3046875
129393,WASHINGTON,ISSAQUAH,"40,651",20,0.0,9,2,9,"1,138",78,980,80,ISSAQUAH,Issaquah,WASHINGTON,53033,KING,39509,1257,polygon,True,3,True,"Seattle-Bellevue, WA HUD Metro FMR Area",2p2c,23425.5612,11573.10576,14953.3056,12418.6584,12681.3972,12295.7508,109433.8128,121465.3046875
129413,WASHINGTON,SNOQUALMIE,"14,183",6,0.0,1,3,2,170,15,145,10,SNOQUALMIE,Snoqualmie,WASHINGTON,53033,KING,26289,732,polygon,True,3,True,"Seattle-Bellevue, WA HUD Metro FMR Area",2p2c,23425.5612,11573.10576,14953.3056,12418.6584,12681.3972,12295.7508,109433.8128,121465.3046875
129433,WASHINGTON,SEATTLE,"763,706","4,471",28.0,358,"1,339","2,746","34,333","7,210","23,478","3,645",SEATTLE,Seattle,WASHINGTON,53033,KING,3789215,3469,polygon,True,1,True,"Seattle-Bellevue, WA HUD Metro FMR Area",2p2c,23425.5612,11573.10576,14953.3056,12418.6584,12681.3972,12295.7508,109433.8128,121465.3046875
129453,WASHINGTON,COVINGTON,"21,698",36,0.0,5,10,21,582,88,447,47,COVINGTON,Covington,WASHINGTON,53033,KING,21175,1378,polygon,True,3,True,"Seattle-Bellevue, WA HUD Metro FMR Area",2p2c,23425.5612,11573.10576,14953.3056,12418.6584,12681.3972,12295.7508,109433.8128,121465.3046875
129473,WASHINGTON,BURIEN,"52,388",180,3.0,21,56,100,"1,744",341,964,439,BURIEN,Burien,WASHINGTON,53033,KING,51500,1980,polygon,True,3,True,"Seattle-Bellevue, WA HUD Metro FMR Area",2p2c,23425.5612,11573.10576,14953.3056,12418.6584,12681.3972,12295.7508,109433.8128,121465.3046875
