State,City,Population,V_crime,Murder,Rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,Arson2
,Moonachie,"2,736",0,0,0,0,0,28,1,26,1,1
,Moorestown Township,"20,307",18,0,3,4,11,200,24,166,10,0
,Morris Plains,"5,935",2,0,0,0,2,71,3,65,3,0
,Morristown,"19,153",41,0,5,9,27,170,9,157,4,2
,Morris Township,"22,080",8,0,0,0,8,96,22,70,4,0
,Mountain Lakes,"4,269",0,0,0,0,0,28,10,11,7,0
,Mountainside,"6,888",3,0,0,0,3,52,9,36,7,1
,Mount Arlington,"5,964",0,0,0,0,0,27,3,23,1,0
,Mount Ephraim,"4,567",5,0,0,1,4,179,7,169,3,0
,Mount Holly Township,"9,568",27,0,8,7,12,190,20,163,7,0
,Mount Laurel Township,"41,109",57,1,15,17,24,597,45,524,28,0
,Mount Olive Township,"29,025",14,0,5,3,6,112,19,92,1,0
,Mullica Township,"5,897",2,0,0,1,1,71,22,43,6,0
,National Park,"2,934",3,1,0,0,2,23,8,15,0,0
,Neptune City,"4,625",11,0,0,2,9,118,6,112,0,0
,Neptune Township,"27,549",95,2,2,18,73,871,72,786,13,4
,Netcong,"3,151",11,0,5,0,6,28,2,25,1,0
,Newark,"281,422","1,742",57,120,636,929,"4,618",721,"2,356","1,541",21
,New Brunswick,"55,995",262,3,11,96,152,"1,111",223,823,65,0
,Newfield,"1,537",2,0,0,0,2,8,2,5,1,0
,New Hanover Township,"8,123",1,0,0,0,1,0,0,0,0,0
,New Milford,"16,506",1,0,0,0,1,64,8,53,3,0
,New Providence,"13,592",0,0,0,0,0,35,5,29,1,0
,Newton,"7,916",14,0,4,0,10,63,8,55,0,0
,North Arlington,"15,710",19,0,0,6,13,158,9,132,17,0
,North Bergen Township,"61,447",90,1,16,17,56,404,54,306,44,1
,North Brunswick Township,"41,706",61,0,4,17,40,605,52,517,36,0
,North Caldwell,"6,645",5,0,1,0,4,22,10,8,4,0
,Northfield,"8,163",4,0,0,0,4,86,13,66,7,0
,North Haledon,"8,379",3,0,1,0,2,49,5,39,5,0
,North Hanover Township,"7,476",3,0,0,0,3,18,3,13,2,0
,North Plainfield,"21,474",47,1,10,26,10,281,36,234,11,0
,Northvale,"4,937",0,0,0,0,0,9,0,8,1,0
,North Wildwood,"3,763",6,0,1,1,4,144,12,131,1,0
,Norwood,"5,816",1,0,1,0,0,19,6,10,3,0
,Nutley Township,"28,384",28,0,0,6,22,164,26,117,21,0
,Oakland,"12,992",5,0,0,1,4,53,5,46,2,0
,Oaklyn,"3,936",5,0,1,1,3,127,39,83,5,0
,Ocean City,"10,962",6,0,0,2,4,323,37,285,1,0
,Ocean Gate,"2,025",1,0,0,1,0,24,7,17,0,0
,Oceanport,"5,739",12,0,2,2,8,43,8,33,2,0
,"Ocean Township, Monmouth County","26,638",17,1,0,4,12,582,60,499,23,1
,"Ocean Township, Ocean County","9,134",4,0,1,0,3,38,6,32,0,0
,Ogdensburg,"2,247",0,0,0,0,0,10,0,9,1,0
,Old Bridge Township,"65,659",39,2,1,12,24,477,60,378,39,1
,Old Tappan,"5,944",0,0,0,0,0,12,2,6,4,0
,Oradell,"8,181",2,0,0,0,2,21,7,13,1,0
,Orange City,"30,558",190,4,13,96,77,635,140,337,158,10
,Oxford Township,"2,423",1,0,0,0,1,6,2,4,0,0
,Palisades Park,"20,877",16,0,1,4,11,106,19,81,6,0
,Palmyra,"7,134",8,1,1,0,6,120,17,100,3,2
,Paramus,"26,460",44,0,2,8,34,919,24,871,24,0
,Park Ridge,"8,761",1,0,0,1,0,9,2,6,1,0
,Parsippany-Troy Hills Township,"51,907",23,1,9,3,10,326,59,233,34,0
,Passaic,"69,639",369,1,6,166,196,"1,215",133,923,159,2
,Paterson,"144,866","1,219",19,54,464,682,"3,132",847,"1,829",456,24
,Paulsboro,"5,828",14,0,0,5,9,114,23,79,12,0
,Peapack-Gladstone,"2,591",0,0,0,0,0,18,8,5,5,0
,Pemberton Borough,"1,321",3,0,0,2,1,28,9,19,0,0
,Pemberton Township,"26,966",72,1,2,11,58,435,114,299,22,6
,Pennington,"2,516",0,0,0,0,0,8,1,5,2,0
,Pennsauken Township,"35,506",111,1,2,41,67,848,197,578,73,1
,Penns Grove,"4,746",51,1,8,14,28,154,31,110,13,2
,Pennsville Township,"12,345",18,0,0,3,15,198,19,171,8,0
,Pequannock Township,"15,045",7,0,0,3,4,73,13,60,0,0
,Perth Amboy,"51,816",147,0,2,30,115,697,110,511,76,2
,Phillipsburg,"14,228",30,0,14,5,11,304,37,254,13,3
,Pine Beach,"2,173",1,0,0,0,1,23,3,20,0,0
,Pine Hill,"10,419",30,0,1,4,25,143,29,110,4,0
,Pine Valley,12,0,0,0,0,0,0,0,0,0,0
,Piscataway Township,"56,783",47,0,7,5,35,443,45,376,22,0
,Pitman,"8,709",4,0,0,2,2,55,12,42,1,0
,Plainfield,"50,576",192,3,2,90,97,805,140,607,58,10
,Plainsboro Township,"22,976",9,1,0,0,8,151,12,135,4,0
,Pleasantville,"20,388",65,1,4,26,34,271,90,156,25,0
,Plumsted Township,"8,545",5,0,1,0,4,32,12,19,1,0
,Pohatcong Township,"3,181",0,0,0,0,0,230,21,208,1,0
,Point Pleasant,"18,684",15,0,0,0,15,116,24,87,5,0
,Point Pleasant Beach,"4,516",5,0,0,1,4,54,20,24,10,0
,Pompton Lakes,"10,953",8,0,1,0,7,58,5,51,2,0
,Princeton,"31,610",10,0,1,0,9,238,45,190,3,4
,Prospect Park,"5,831",5,0,2,1,2,83,12,62,9,0
,Rahway,"30,072",32,1,1,10,20,157,25,103,29,0
,Ramsey,"14,978",3,0,0,2,1,161,3,155,3,0
,Randolph Township,"25,490",8,0,1,1,6,99,10,81,8,0
,Raritan,"7,999",6,0,3,1,2,61,11,45,5,0
,Raritan Township,"22,220",8,0,0,1,7,64,7,55,2,0
,Readington Township,"15,805",11,0,1,0,10,61,15,40,6,1
,Red Bank,"12,016",13,0,4,4,5,126,14,108,4,0
,Ridgefield,"11,240",6,0,0,0,6,49,3,38,8,0
,Ridgefield Park,"12,983",7,0,0,2,5,124,6,108,10,1
,Ridgewood,"25,192",13,0,0,2,11,143,22,108,13,0
,Ringwood,"12,165",5,0,1,0,4,42,6,34,2,0
,Riverdale,"4,255",2,0,0,0,2,96,9,83,4,1
,River Edge,"11,500",2,0,1,1,0,72,7,62,3,0
,Riverside Township,"7,806",14,0,1,1,12,36,4,31,1,0
,Riverton,"2,675",0,0,0,0,0,25,2,23,0,0
,River Vale Township,"10,063",0,0,0,0,0,20,1,18,1,0
,Robbinsville Township,"14,635",2,0,2,0,0,51,6,43,2,0
,Rochelle Park Township,"5,598",4,0,0,3,1,66,11,53,2,0
,Rockaway,"6,325",1,0,0,1,0,53,13,37,3,0
,Rockaway Township,"25,756",13,0,0,2,11,231,20,203,8,1
,Rockleigh,531,0,0,0,0,0,2,0,2,0,0
,Roseland,"5,826",2,0,0,0,2,34,0,26,8,0
,Roselle,"21,903",67,1,1,16,49,339,51,255,33,2
,Roselle Park,"13,630",2,0,2,0,0,135,11,115,9,0
,Roxbury Township,"22,755",3,0,0,2,1,101,13,88,0,0
,Rumson,"6,740",0,0,0,0,0,57,7,36,14,0
,Runnemede,"8,262",7,0,0,0,7,144,24,112,8,0
,Rutherford,"18,423",12,0,2,2,8,181,20,145,16,0
,Saddle Brook Township,"13,897",1,0,0,1,0,220,5,214,1,0
,Saddle River,"3,186",2,0,0,0,2,30,5,22,3,0
,Salem,"4,702",73,2,3,19,49,227,77,124,26,12
,Sayreville,"44,581",34,0,0,8,26,310,42,231,37,0
,Scotch Plains Township,"24,383",14,0,2,3,9,162,50,105,7,0
,Sea Bright,"1,352",2,0,1,0,1,11,2,9,0,0
,Sea Girt,"1,764",1,0,0,0,1,12,1,11,0,0
,Sea Isle City,"2,035",0,0,0,0,0,89,16,73,0,0
,Seaside Heights,"2,902",12,0,0,1,11,166,21,141,4,0
,Seaside Park,"1,538",3,0,0,1,2,20,6,14,0,0
,Secaucus,"21,217",41,0,3,11,27,516,31,466,19,1
,Ship Bottom,"1,144",0,0,0,0,0,18,0,18,0,0
,Shrewsbury,"4,122",6,0,0,1,5,88,4,79,5,0
,Somerdale,"5,492",12,0,0,2,10,263,23,236,4,2
,Somers Point,"10,224",11,0,2,2,7,260,22,229,9,0
,Somerville,"12,198",11,0,0,8,3,138,11,117,10,0
,South Amboy,"8,922",2,0,0,0,2,67,10,46,11,0
,South Bound Brook,"4,570",1,0,0,1,0,43,6,36,1,0
,South Brunswick Township,"46,038",17,0,4,5,8,254,36,204,14,3
,South Hackensack Township,"2,465",13,1,0,3,9,43,5,31,7,0
,South Harrison Township,"3,122",1,0,0,0,1,13,1,11,1,0
,South Orange Village,"16,740",13,0,0,9,4,279,21,233,25,0
,South Plainfield,"24,114",30,0,0,8,22,394,34,343,17,1
,South River,"15,945",35,0,7,6,22,102,13,80,9,0
,South Toms River,"3,780",7,0,0,2,5,32,6,24,2,0
,Sparta Township,"18,532",4,0,0,0,4,31,2,27,2,0
,Spotswood,"8,276",2,0,0,1,1,52,8,43,1,0
,"Springfield Township, Burlington County","3,252",2,0,0,0,2,18,1,15,2,0
,"Springfield Township, Union County","17,661",3,0,0,2,1,134,19,105,10,0
,Spring Lake,"2,917",0,0,0,0,0,34,4,29,1,0
,Spring Lake Heights,"4,538",1,0,0,0,1,13,2,10,1,0
,Stafford Township,"27,609",32,0,4,1,27,232,19,205,8,1
,Stanhope,"3,281",1,0,1,0,0,27,7,18,2,0
,Stone Harbor,804,2,0,0,0,2,106,14,91,1,1
,Stratford,"6,926",10,0,1,6,3,60,8,51,1,0
,Summit,"21,980",3,0,1,2,0,136,9,118,9,0
,Surf City,"1,193",2,0,2,0,0,8,3,5,0,0
,Swedesboro,"2,565",0,0,0,0,0,36,4,31,1,0
,Tavistock,5,0,0,0,0,0,0,0,0,0,0
,Teaneck Township,"40,533",56,1,11,12,32,364,49,304,11,1
,Tenafly,"14,586",1,0,0,1,0,89,14,63,12,1
,Teterboro,68,0,0,0,0,0,102,0,99,3,0
,Tewksbury Township,"5,765",2,0,0,0,2,23,6,14,3,0
,Tinton Falls,"17,506",8,0,0,4,4,243,7,227,9,0
,Toms River Township,"93,836",72,1,13,18,40,"1,248",136,"1,070",42,3
,Totowa,"10,754",15,0,1,2,12,166,16,134,16,0
,Trenton,"83,457",937,15,70,300,552,"1,748",360,"1,142",246,11
,Tuckerton,"3,370",1,0,0,0,1,36,7,23,6,0
,Union Beach,"5,396",11,0,0,0,11,14,5,8,1,1
,Union City,"68,459",193,0,12,52,129,"1,080",101,891,88,3
,Union Township,"58,736",43,0,4,27,12,912,44,792,76,1
,Upper Saddle River,"8,245",2,0,0,0,2,27,4,14,9,0
,Ventnor City,"9,966",15,0,4,2,9,364,66,282,16,0
,Vernon Township,"21,912",3,0,0,0,3,81,12,68,1,0
,Verona,"13,355",1,0,0,0,1,49,5,39,5,0
,Vineland,"59,860",211,1,32,55,123,"1,686",269,"1,375",42,8
,Voorhees Township,"29,099",30,0,0,10,20,352,34,309,9,1
,Waldwick,"10,240",2,0,0,0,2,57,5,48,4,0
,Wallington,"11,568",9,0,0,2,7,143,6,124,13,1
,Wall Township,"25,648",22,0,0,0,22,178,21,144,13,0
,Wanaque,"11,772",4,0,1,0,3,34,2,27,5,0
,Warren Township,"15,772",0,0,0,0,0,42,11,25,6,0
,Washington,"6,453",8,0,0,0,8,44,9,33,2,0
,"Washington Township, Bergen County","9,219",1,0,0,0,1,19,1,14,4,0
,"Washington Township, Gloucester County","47,126",72,0,2,3,67,652,91,543,18,1
,"Washington Township, Morris County","18,296",12,0,3,0,9,80,13,63,4,0
,"Washington Township, Warren County","6,391",6,2,0,0,4,64,8,51,5,0
,Watchung,"6,054",1,0,0,0,1,320,13,301,6,0
,Waterford Township,"10,664",12,0,3,1,8,54,6,48,0,0
,Wayne Township,"53,279",30,0,0,8,22,894,78,777,39,0
,Weehawken Township,"15,115",22,0,5,4,13,231,41,178,12,0
,Wenonah,"2,204",1,0,0,0,1,32,5,27,0,0
,Westampton Township,"8,666",30,0,9,6,15,159,17,131,11,0
,West Amwell Township,"2,727",1,0,0,0,1,27,3,23,1,0
,West Caldwell Township,"10,840",2,0,1,0,1,54,7,42,5,1
,West Cape May,"1,003",1,0,1,0,0,11,4,7,0,0
,West Deptford Township,"20,902",16,0,1,7,8,244,57,167,20,0
,Westfield,"29,688",4,0,0,2,2,141,9,112,20,0
,West Long Branch,"7,889",0,0,0,0,0,89,7,75,7,0
,West Milford Township,"26,287",13,0,2,1,10,127,18,104,5,1
,West New York,"53,145",128,1,13,58,56,692,85,580,27,0
,West Orange,"47,696",92,0,17,16,59,673,80,532,61,1
,Westville,"4,128",9,0,1,1,7,120,29,84,7,0
,West Wildwood,553,2,0,0,0,2,9,2,7,0,0
,West Windsor Township,"28,026",11,0,0,4,7,310,46,259,5,2
,Westwood,"11,129",0,0,0,0,0,75,23,49,3,0
,Wharton,"6,417",10,0,0,3,7,57,9,47,1,0
,Wildwood,"4,959",29,0,0,8,21,318,47,267,4,0
,Wildwood Crest,"3,051",17,0,2,0,15,63,19,44,0,0
,Willingboro Township,"31,920",102,5,13,25,59,421,114,274,33,3
,Winfield Township,"1,507",0,0,0,0,0,9,3,6,0,0
,Winslow Township,"38,390",67,0,3,13,51,492,99,345,48,6
,Woodbridge Township,"100,125",111,2,13,24,72,"1,413",117,"1,197",99,1
,Woodbury,"9,768",28,0,1,4,23,299,46,241,12,4
,Woodbury Heights,"2,949",1,0,0,1,0,53,7,42,4,0
,Woodcliff Lake,"5,853",2,0,0,1,1,29,4,25,0,0
,Woodland Park,"12,657",14,0,1,0,13,167,18,136,13,0
,Woodlynne,"2,901",12,0,0,3,9,55,5,45,5,0
,Wood-Ridge,"9,328",1,0,0,0,1,45,1,43,1,0
,Woodstown,"3,440",1,0,0,0,1,34,10,23,1,0
,Woolwich Township,"13,075",2,0,1,1,0,54,5,45,4,1
,Wyckoff Township,"17,030",5,0,2,0,3,81,10,64,7,0
NEW MEXICO,Alamogordo,"31,832",109,0,6,4,99,796,103,618,75,
,Albuquerque4,"561,920","7,596",84,486,"1,699","5,327",,,"20,634","5,425",98
,Angel Fire,"1,072",2,0,0,0,2,23,4,18,1,
,Anthony,"9,284",32,0,3,0,29,67,40,19,8,
,Artesia,"12,366",65,0,10,4,51,376,79,264,33,
,Bayard,"2,137",20,0,0,0,20,27,12,13,2,
,Belen,"7,094",144,0,1,8,135,372,64,262,46,
,Bernalillo,"10,353",85,1,0,10,74,232,65,137,30,
,Bosque Farms,"3,809",18,0,0,1,17,42,9,19,14,
,Capitan,"1,417",3,0,0,0,3,10,6,2,2,
,Carrizozo,935,3,0,0,0,3,8,3,5,0,
,Clayton,"2,691",3,0,0,0,3,9,2,7,0,
,Cloudcroft,700,1,0,0,0,1,6,3,2,1,
,Clovis,"38,734",261,2,54,28,177,"1,474",300,979,195,
,Corrales,"8,715",12,0,1,1,10,62,18,36,8,
,Cuba,756,11,0,0,1,10,2,1,0,1,
,Deming,"14,011",135,1,17,16,101,722,218,457,47,
,Dexter,"1,236",0,0,0,0,0,2,0,1,1,
,Edgewood,"6,161",20,1,1,8,10,76,18,52,6,
,Estancia,"1,586",1,0,0,0,1,6,6,0,0,
,Eunice,"2,997",1,0,0,0,1,56,30,14,12,
,Gallup,"21,935",437,1,20,84,332,"1,397",250,987,160,
,Grants,"8,937",49,2,1,2,44,185,82,88,15,
,Hatch,"1,605",16,0,0,0,16,31,11,19,1,
,Hope,106,0,0,0,0,0,2,1,1,0,
,Hurley,"1,181",3,0,0,0,3,5,1,4,0,
,Jal,"2,097",14,0,1,1,12,34,5,21,8,
,Las Cruces,"103,520",514,10,64,57,383,"3,707",654,"2,746",307,3
,Logan,959,4,0,0,0,4,12,2,10,0,
,Lordsburg,"2,385",12,0,0,0,12,43,16,23,4,
,Los Alamos6,"19,220",,0,10,1,,72,8,59,5,
,Los Lunas,"15,929",205,0,4,16,185,649,134,415,100,
,Lovington,"11,322",12,3,0,3,6,260,86,140,34,
,Magdalena,873,3,1,0,0,2,13,3,9,1,
,Mesilla,"1,826",0,0,0,0,0,0,0,0,0,
,Milan,"3,632",4,0,0,0,4,4,2,2,0,
,Moriarty,"1,792",5,0,2,0,3,54,20,25,9,
,Peralta,"3,586",22,0,0,0,22,37,11,23,3,
,Portales,"11,675",55,1,6,2,46,305,92,179,34,
,Questa,"1,753",3,0,1,2,0,10,0,10,0,
,Raton,"5,939",16,0,0,0,16,50,10,39,1,
,Rio Rancho,"99,359",189,3,32,20,134,"1,474",261,"1,084",129,
,Roswell,"47,533",404,9,61,36,298,"1,793",301,"1,362",130,27
,Ruidoso,"7,826",31,2,4,1,24,206,77,120,9,
,Ruidoso Downs,"2,575",19,0,0,1,18,112,32,73,7,
,Santa Clara,"1,765",5,0,0,0,5,12,4,7,1,
,Santa Rosa,"2,639",18,0,0,0,18,60,18,39,3,
,San Ysidro,199,1,0,0,0,1,0,0,0,0,
,Springer,898,7,0,0,0,7,12,3,6,3,
,Sunland Park,"18,103",65,0,9,2,54,189,58,114,17,1
,Taos,"5,963",19,0,0,4,15,317,50,249,18,
,Taos Ski Valley,69,0,0,0,0,0,5,1,4,0,
,Tatum,823,0,0,0,0,0,0,0,0,0,
,Texico,"1,078",0,0,0,0,0,4,2,2,0,
,Truth or Consequences,"5,791",20,0,0,0,20,65,16,46,3,
,Tularosa,"2,988",7,1,0,0,6,56,21,34,1,
NEW YORK,Adams Village,"1,735",0,0,0,0,0,0,0,0,0,0
,Addison Town and Village,"2,471",3,0,0,0,3,5,0,5,0,0
,Afton Village,796,0,0,0,0,0,0,0,0,0,0
,Akron Village,"2,851",1,0,0,0,1,5,1,4,0,0
,Albany,"97,221",736,4,60,189,483,"2,919",445,"2,315",159,16
,Albion Village,"5,802",17,0,2,1,14,147,27,115,5,2
,Alfred Village,"3,988",1,0,0,0,1,23,5,18,0,0
,Allegany Village,"1,707",1,0,0,0,1,9,0,8,1,0
,Amherst Town,"120,864",141,2,11,42,86,"1,840",157,"1,640",43,5
,Amityville Village,"9,430",3,1,0,0,2,68,12,52,4,0
,Amsterdam,"17,773",40,1,3,7,29,220,49,158,13,3
,Angelica Village,818,0,0,0,0,0,0,0,0,0,0
,Arcade Village,"1,933",2,0,0,0,2,6,1,5,0,0
,Ardsley Village,"4,538",1,0,1,0,0,21,3,17,1,0
,Asharoken Village,644,0,0,0,0,0,0,0,0,0,0
,Attica Village,"2,411",0,0,0,0,0,5,0,5,0,0
,Baldwinsville Village,"7,931",0,0,0,0,0,46,4,41,1,3
,Ballston Spa Village,"5,257",2,0,1,0,1,31,3,27,1,0
,Barker,505,0,0,0,0,0,0,0,0,0,0
,Bath Village,"5,446",12,0,2,3,7,73,14,59,0,0
,Beacon,"14,510",24,1,4,6,13,150,15,128,7,0
,Bedford Town,"17,791",1,0,0,0,1,57,4,52,1,0
,Belmont Village,904,0,0,0,0,0,3,0,3,0,0
,Bethlehem Town,"35,275",29,0,11,2,16,438,41,391,6,0
,Binghamton,"44,475",355,2,42,66,245,"1,907",417,"1,429",61,16
,Black River,"1,253",0,0,0,0,0,8,0,8,0,0
,Blasdell Village,"2,665",5,0,0,2,3,39,7,30,2,0
,Blooming Grove Town,"11,816",6,0,1,0,5,54,8,45,1,0
,Bolton Town,"2,251",0,0,0,0,0,10,1,8,1,0
,Boonville Village,"1,995",1,0,1,0,0,11,2,8,1,
,Brant Town,"2,055",0,0,0,0,0,5,0,4,1,0
,Brewster,"2,345",0,0,0,0,0,5,0,5,0,0
,Briarcliff Manor Village,"8,267",0,0,0,0,0,30,1,29,0,0
,Brighton Town,"36,036",25,0,5,4,16,611,85,507,19,0
,Brockport Village,"8,241",10,0,3,1,6,59,5,52,2,0
,Bronxville Village,"6,459",0,0,0,0,0,34,5,28,1,0
,Brownville Village,"1,093",0,0,0,0,0,1,0,1,0,0
,Buchanan Village,"2,243",2,0,1,1,0,6,0,6,0,0
,Buffalo,"255,686","2,533",47,121,802,"1,563","8,298","1,610","6,009",679,143
,Cairo Town,"6,413",1,0,0,0,1,30,5,24,1,0
,Cambridge Village,"1,794",0,0,0,0,0,19,2,17,0,0
,Camden Village,"2,164",0,0,0,0,0,24,1,22,1,0
,Camillus Town and Village,"24,160",17,0,7,2,8,277,22,245,10,2
,Canajoharie Village,"2,136",1,0,1,0,0,15,2,12,1,0
,Canandaigua,"10,217",45,0,22,3,20,178,22,148,8,0
,Canastota Village,"4,513",7,0,3,1,3,33,7,24,2,1
,Canisteo Village,"2,131",4,0,2,0,2,3,0,3,0,0
,Canton Village,"6,407",3,0,1,0,2,18,2,16,0,0
,Cape Vincent Village,702,0,0,0,0,0,0,0,0,0,0
,Carmel Town,"34,251",8,0,0,0,8,76,5,69,2,0
,Carroll Town,"3,329",0,0,0,0,0,19,5,14,0,0
,Carthage Village,"3,336",1,0,1,0,0,45,3,41,1,0
,Catskill Village,"3,797",6,0,0,1,5,71,18,52,1,0
,Cattaraugus Village,907,0,0,0,0,0,0,0,0,0,0
,Cayuga Heights Village,"3,666",0,0,0,0,0,7,1,6,0,0
,Cazenovia Village,"2,842",2,0,1,0,1,18,3,15,0,0
,Central Square Village,"1,749",0,0,0,0,0,63,1,62,0,1
,Centre Island Village,410,0,0,0,0,0,1,1,0,0,0
,Chatham Village,"1,619",0,0,0,0,0,3,0,3,0,0
,Cheektowaga Town,"76,821",187,2,15,57,113,"2,153",208,"1,856",89,4
,Chester Town,"8,043",8,0,1,3,4,7,0,7,0,0
,Chester Village,"4,120",0,0,0,0,0,16,0,16,0,0
,Chittenango Village,"4,835",1,0,0,0,1,19,1,16,2,0
,Cicero Town,"28,732",5,0,1,1,3,174,18,150,6,0
,Clarkstown Town,"80,599",56,0,12,11,33,985,33,918,34,2
,Clayton Village,"1,828",0,0,0,0,0,12,1,11,0,0
,Clyde Village,"1,937",3,0,0,1,2,23,8,15,0,0
,Cobleskill Village,"4,329",15,0,2,1,12,51,2,48,1,1
,Coeymans Town,"7,297",17,0,2,1,14,71,4,65,2,0
,Cohocton Town,"2,452",0,0,0,0,0,0,0,0,0,0
,Cohoes,"16,717",37,2,5,3,27,153,14,127,12,1
,Colchester Town,"1,965",5,0,1,1,3,14,3,9,2,0
,Cold Spring Village,"1,955",1,0,0,0,1,2,1,1,0,0
,Colonie Town,"79,509",62,0,10,19,33,"1,870",120,"1,716",34,5
,Cornwall-on-Hudson Village,"2,914",1,0,0,0,1,15,1,14,0,0
,Cornwall Town,"9,502",2,0,1,0,1,7,2,5,0,0
,Cortland,"18,655",55,0,27,6,22,325,77,246,2,1
,Coxsackie Village,"2,653",0,0,0,0,0,1,0,1,0,0
,Crawford Town,"9,171",1,0,0,1,0,64,13,49,2,1
,Croton-on-Hudson Village,"8,131",3,0,0,0,3,36,2,32,2,0
,Cuba Town,"3,083",1,0,0,0,1,27,3,24,0,0
,Dansville Village,"4,389",1,0,0,0,1,52,7,44,1,0
,Deerpark Town,"7,714",11,0,2,0,9,49,8,35,6,0
,Delhi Village,"3,094",8,0,1,0,7,22,6,16,0,0
,Depew Village,"15,008",15,0,5,2,8,193,27,156,10,1
,Deposit Village,"1,524",1,0,0,1,0,10,1,8,1,0
,DeWitt Town,"25,000",36,0,3,12,21,608,62,514,32,1
,Dexter Village,"1,011",0,0,0,0,0,1,0,1,0,0
,Dobbs Ferry Village,"10,990",4,0,0,2,2,44,2,38,4,0
,Dryden Village,"2,121",4,0,2,1,1,24,3,21,0,0
,Dunkirk,"11,712",21,1,0,5,15,210,37,168,5,0
,Durham Town,"2,659",0,0,0,0,0,3,0,3,0,0
,East Aurora-Aurora Town,"13,785",2,0,0,1,1,67,10,52,5,0
,Eastchester Town,"20,073",3,0,0,2,1,67,8,52,7,0
,East Greenbush Town,"16,324",10,0,1,2,7,400,37,358,5,0
,East Rochester Village,"6,522",6,0,0,1,5,69,18,47,4,0
,Eden Town,"7,621",2,0,1,0,1,36,8,25,3,0
,Ellenville Village,"3,980",9,0,0,1,8,50,4,44,2,0
,Ellicott Town,"5,014",13,0,2,2,9,241,30,210,1,0
,Ellicottville,"1,575",0,0,0,0,0,9,2,7,0,0
,Elmira,"26,958",83,1,0,40,42,831,172,643,16,0
,Elmira Heights Village,"3,819",4,0,0,1,3,73,13,58,2,0
,Elmira Town,"5,589",0,0,0,0,0,2,1,1,0,0
,Elmsford Village,"5,295",3,0,0,1,2,11,3,8,0,0
,Evans Town,"16,118",20,0,6,4,10,171,8,154,9,1
,Fairport Village,"5,334",2,0,0,1,1,24,1,22,1,0
,Fishkill Town,"21,307",8,0,0,2,6,190,5,184,1,
,Fishkill Village,"2,071",1,0,0,0,1,20,1,19,0,0
,Floral Park Village,"15,927",8,0,0,4,4,26,2,22,2,0
,Florida Village,"2,851",0,0,0,0,0,5,3,2,0,0
,Fort Edward Village,"3,253",2,0,2,0,0,4,2,2,0,0
,Fort Plain Village,"2,224",9,0,4,0,5,53,7,46,0,0
,Frankfort Town,"4,817",3,0,1,0,2,20,3,16,1,1
,Frankfort Village,"2,432",6,0,1,0,5,12,1,9,2,0
,Franklinville Village,"1,632",0,0,0,0,0,2,0,2,0,0
,Freeport Village,"43,064",72,0,1,23,48,428,45,361,22,0
,Friendship Town,"1,869",0,0,0,0,0,8,3,5,0,0
,Galway Village,194,0,0,0,0,0,0,0,0,0,0
,Garden City Village,"22,514",9,0,0,3,6,267,25,234,8,1
,Gates Town,"28,366",55,0,11,11,33,776,66,669,41,2
,Geddes Town,"10,038",4,0,0,2,2,162,22,135,5,0
,Geneseo Village,"8,158",3,0,3,0,0,83,7,76,0,1
,Geneva,"12,708",20,0,8,4,8,234,47,185,2,1
,Glen Cove,"27,228",5,0,0,4,1,84,5,77,2,0
,Glen Park Village,481,0,0,0,0,0,0,0,0,0,0
,Glens Falls,"14,306",28,0,8,1,19,100,18,80,2,1
,Glenville Town,"21,634",12,0,5,0,7,309,23,281,5,0
,Gloversville,"14,738",66,0,24,2,40,401,36,349,16,1
,Goshen Town,"8,798",2,0,0,0,2,27,3,23,1,0
,Goshen Village,"5,337",2,0,0,0,2,29,5,23,1,0
,Gowanda Village,"2,575",4,0,0,0,4,26,2,24,0,0
,Granville Village,"2,422",3,0,0,1,2,12,3,9,0,0
,Great Neck Estates Village,"2,884",0,0,0,0,0,12,8,1,3,0
,Greece Town,"95,777",167,0,27,43,97,"1,847",194,"1,576",77,2
,Greenburgh Town,"45,040",43,0,8,8,27,438,22,403,13,0
,Greene Village,"1,415",0,0,0,0,0,22,5,16,1,0
,Greenport Town,"4,286",0,0,0,0,0,56,0,55,1,0
,Greenwich Village,"1,708",0,0,0,0,0,16,3,13,0,0
,Greenwood Lake Village,"3,074",2,0,0,0,2,7,2,5,0,0
,Groton Village,"2,278",0,0,0,0,0,36,2,34,0,0
,Guilderland Town,"34,133",23,0,5,9,9,841,51,785,5,0
,Hamburg Town,"46,445",43,2,0,8,33,742,66,659,17,3
,Hamburg Village,"9,725",2,0,0,0,2,76,10,63,3,0
,Hamilton Village,"4,081",0,0,0,0,0,3,0,3,0,0
,Hancock Village,934,2,0,1,0,1,5,1,4,0,0
,Harriman Village,"2,439",3,0,0,0,3,28,2,26,0,0
,Harrison Town,"27,946",0,0,0,0,0,147,20,120,7,0
,Hastings-on-Hudson Village,"7,916",2,0,0,0,2,58,4,53,1,1
,Hempstead Village,"55,404",297,7,11,101,178,579,120,348,111,2
,Herkimer Village,"7,291",41,0,11,2,28,201,19,179,3,0
,Highlands Town,"8,444",0,0,0,0,0,7,2,5,0,0
,Holley Village,"1,676",1,0,1,0,0,9,4,5,0,2
,Homer Village,"3,100",1,0,0,0,1,2,0,2,0,0
